-5.5538,0.561013,0
-6.48494,6.3247800000000005,0
-5.71956,5.52794,0
-6.38215,5.17034,0
-6.01679,3.07758,0
-6.01846,4.79616,0
-6.01227,6.4737,0
-5.46068,5.2241800000000005,0
-5.95261,5.38285,0
-6.46936,6.76123,0
-6.1016900000000005,5.76893,0
-4.84795,5.9910000000000005,0
-5.13455,5.02859,0
-8.62973,3.38394,0
-5.67727,5.40218,0
-3.68992,3.57811,0
-4.93594,4.59442,0
-6.00821,5.42598,0
-5.5843300000000005,5.892,0
-6.46587,5.09685,0
-5.51081,3.53541,0
-5.46751,5.62884,0
-4.714180000000002,5.04396,0
-4.25315,3.89072,0
-3.03618,3.91557,0
-5.3059699999999985,5.02881,0
-5.00902,6.24916,0
-5.2256,4.47079,0
-2.95128,5.12341,0
-5.89386,5.48168,0
-3.50281,4.99085,0
-4.73937,5.60602,0
-3.01446,6.69575,0
-5.55209,5.47763,0
-5.18979,6.967389999999999,0
-3.69935,6.901110000000001,0
-5.32046,1.6687,0
-6.17828,6.57676,0
-4.8056199999999984,5.13304,0
-2.93172,2.82274,0
-5.56137,3.75279,0
-2.58879,7.64645,0
-7.3444600000000015,5.88776,0
-3.54352,5.90599,0
-7.544869999999999,7.498710000000001,0
-5.28389,3.48979,0
-5.89679,6.3917199999999985,0
-8.203510000000001,4.0077300000000005,0
-5.2678,4.78224,0
-6.89723,5.48855,0
-5.24779,5.29832,0
-4.02118,5.09547,0
-3.76136,7.9317,0
-5.5731199999999985,0.0,0
-5.78186,6.74538,0
-4.49065,5.20749,0
-5.56968,4.1766,0
-4.4040300000000006,6.19029,0
-5.26131,5.19262,0
0.0,8.07708,noise
-5.70507,6.32683,0
-5.28073,5.68546,0
-5.27156,5.35248,0
-4.86771,8.04125,0
-3.66952,3.63414,0
-6.54304,5.62981,0
-6.30769,5.04971,0
-6.59916,5.36963,0
-3.09429,4.73249,0
-5.50309,4.78656,0
-3.7504,6.49037,0
-3.53147,6.7427800000000016,0
-6.67045,5.39207,0
-3.91602,5.03638,0
-6.21466,6.88665,0
-7.8513899999999985,4.4447199999999984,0
-5.83847,0.13531500000000002,0
-6.737589999999999,6.07469,0
-7.61748,4.70273,0
-4.27405,6.4954800000000015,0
-5.2453,4.04368,0
-5.48382,5.75381,0
-3.44706,4.98879,0
-6.87776,5.13894,0
-5.2738,5.36032,0
-4.45005,6.18035,0
